,,label,acc_x,acc_y,acc_z,labelDownstairs,labelJogging,labelSitting,labelStanding,labelUpstairs,labelWalking
89,1970-01-01 08:14:06.042314000,Walking,1.18,8.96,1.46,0,0,0,0,0,1
90,1970-01-01 08:14:06.092302000,Walking,3.26,7.21,2.22,0,0,0,0,0,1
91,1970-01-01 08:14:07.042290000,Walking,3.99,6.13,1.69,0,0,0,0,0,1
92,1970-01-01 08:14:07.092339000,Walking,4.02,6.05,-0.53,0,0,0,0,0,1
93,1970-01-01 08:14:08.042296000,Walking,4.9,8.28,-0.23,0,0,0,0,0,1
94,1970-01-01 08:14:08.092345000,Walking,5.41,9.77,4.14,0,0,0,0,0,1
95,1970-01-01 08:14:09.042302000,Walking,2.64,16.47,5.67,0,0,0,0,0,1
96,1970-01-01 08:14:09.092320000,Walking,-3.64,17.24,-4.86,0,0,0,0,0,1
97,1970-01-01 08:14:10.042308000,Walking,4.48,14.52,0.69,0,0,0,0,0,1
98,1970-01-01 08:14:10.092296000,Walking,3.49,6.36,-1.61,0,0,0,0,0,1
99,1970-01-01 08:14:11.042314000,Walking,-1.12,2.56,-3.06,0,0,0,0,0,1
100,1970-01-01 08:14:11.092302000,Walking,-2.6,0.8,-4.21,0,0,0,0,0,1
101,1970-01-01 08:14:12.042290000,Walking,-1.57,3.6,0.11,0,0,0,0,0,1
102,1970-01-01 08:14:12.092369000,Walking,6.4,14.41,11.3,0,0,0,0,0,1
103,1970-01-01 08:14:13.042296000,Walking,3.06,15.79,1.14,0,0,0,0,0,1
104,1970-01-01 08:14:13.092314000,Walking,0.23,15.47,1.76,0,0,0,0,0,1
105,1970-01-01 08:14:14.042302000,Walking,1.33,9.62,-7.5,0,0,0,0,0,1
106,1970-01-01 08:14:14.092290000,Walking,-1.61,13.87,0.08,0,0,0,0,0,1
107,1970-01-01 08:14:15.042308000,Walking,3.83,9.66,2.37,0,0,0,0,0,1
108,1970-01-01 08:14:15.092296000,Walking,3.68,6.82,1.27,0,0,0,0,0,1
109,1970-01-01 08:14:16.042314000,Walking,2.18,4.86,1.92,0,0,0,0,0,1
110,1970-01-01 08:14:16.092302000,Walking,5.18,6.82,6.17,0,0,0,0,0,1
111,1970-01-01 08:14:17.042290000,Walking,2.87,10.08,1.76,0,0,0,0,0,1
112,1970-01-01 08:14:17.092308000,Walking,-3.26,18.24,0.04,0,0,0,0,0,1
113,1970-01-01 08:14:18.042296000,Walking,7.4,10.53,1.31,0,0,0,0,0,1
114,1970-01-01 08:14:18.092314000,Walking,4.63,6.85,-1.88,0,0,0,0,0,1
115,1970-01-01 08:14:19.042302000,Walking,-4.14,5.75,-1.65,0,0,0,0,0,1
116,1970-01-01 08:14:19.092259000,Walking,-0.23,3.26,-2.18,0,0,0,0,0,1
117,1970-01-01 08:14:20.042308000,Walking,5.79,3.6,4.33,0,0,0,0,0,1
118,1970-01-01 08:14:20.092296000,Walking,14.25,15.64,-4.56,0,0,0,0,0,1
119,1970-01-01 08:14:21.042345000,Walking,-4.79,14.79,4.06,0,0,0,0,0,1
120,1970-01-01 08:14:21.092332000,Walking,-4.56,11.92,-3.06,0,0,0,0,0,1
121,1970-01-01 08:14:22.042290000,Walking,7.67,12.03,2.03,0,0,0,0,0,1
122,1970-01-01 08:14:22.092339000,Walking,6.7,9.7,7.08,0,0,0,0,0,1
123,1970-01-01 08:14:23.042296000,Walking,0.31,6.21,3.95,0,0,0,0,0,1
124,1970-01-01 08:14:23.092314000,Walking,-0.15,9.47,-3.3,0,0,0,0,0,1
125,1970-01-01 08:14:24.042332000,Walking,1.65,16.17,-1.04,0,0,0,0,0,1
126,1970-01-01 08:14:24.092290000,Walking,3.02,10.34,0.84,0,0,0,0,0,1
127,1970-01-01 08:14:25.042308000,Walking,1.69,4.9,-1.33,0,0,0,0,0,1
128,1970-01-01 08:14:25.092296000,Walking,-2.56,3.95,-1.84,0,0,0,0,0,1
129,1970-01-01 08:14:26.042314000,Walking,0.31,5.28,4.63,0,0,0,0,0,1
130,1970-01-01 08:14:26.092424000,Walking,5.01,12.95,10.19,0,0,0,0,0,1
131,1970-01-01 08:14:27.042290000,Walking,1.73,12.64,10.34,0,0,0,0,0,1
132,1970-01-01 08:14:27.092339000,Walking,0.08,6.82,-0.53,0,0,0,0,0,1
133,1970-01-01 08:14:28.042296000,Walking,4.06,5.86,-10.04,0,0,0,0,0,1
134,1970-01-01 08:14:28.092314000,Walking,7.55,13.95,-8.81,0,0,0,0,0,1
135,1970-01-01 08:14:29.042302000,Walking,4.52,12.79,-3.49,0,0,0,0,0,1
136,1970-01-01 08:14:29.092259000,Walking,0.08,9.96,1.18,0,0,0,0,0,1
137,1970-01-01 08:14:30.042308000,Walking,0.38,7.59,-2.3,0,0,0,0,0,1
138,1970-01-01 08:14:30.092326000,Walking,5.18,6.51,-1.14,0,0,0,0,0,1
139,1970-01-01 08:14:31.042314000,Walking,6.47,8.35,-6.09,0,0,0,0,0,1
140,1970-01-01 08:14:31.092668000,Walking,6.02,13.33,3.72,0,0,0,0,0,1
141,1970-01-01 08:14:32.042290000,Walking,11.3,12.18,3.02,0,0,0,0,0,1
142,1970-01-01 08:14:32.092339000,Walking,5.13,14.56,1.76,0,0,0,0,0,1
143,1970-01-01 08:14:33.042357000,Walking,-6.02,19.38,-6.17,0,0,0,0,0,1
144,1970-01-01 08:14:33.092314000,Walking,2.26,14.56,-2.53,0,0,0,0,0,1
145,1970-01-01 08:14:34.042302000,Walking,0.84,8.66,-4.25,0,0,0,0,0,1
146,1970-01-01 08:14:34.092290000,Walking,0.08,2.56,-5.33,0,0,0,0,0,1
147,1970-01-01 08:14:35.042308000,Walking,-5.98,1.04,-5.01,0,0,0,0,0,1
148,1970-01-01 08:14:35.092296000,Walking,-0.91,3.57,-1.12,0,0,0,0,0,1
149,1970-01-01 08:14:36.042314000,Walking,9.08,17.82,12.87,0,0,0,0,0,1
150,1970-01-01 08:14:36.092332000,Walking,1.54,9.43,5.28,0,0,0,0,0,1
151,1970-01-01 08:14:37.042290000,Walking,-0.91,13.44,3.68,0,0,0,0,0,1
152,1970-01-01 08:14:37.092339000,Walking,-5.41,8.05,-7.4,0,0,0,0,0,1
153,1970-01-01 08:14:38.042296000,Walking,-2.83,11.37,-10.0,0,0,0,0,0,1
154,1970-01-01 08:14:38.092314000,Walking,7.74,13.82,-6.47,0,0,0,0,0,1
155,1970-01-01 08:14:39.042302000,Walking,-0.5,9.08,0.5,0,0,0,0,0,1
156,1970-01-01 08:14:39.092259000,Walking,-0.3,10.23,-2.98,0,0,0,0,0,1
157,1970-01-01 08:14:40.042339000,Walking,3.76,7.16,-1.33,0,0,0,0,0,1
158,1970-01-01 08:14:40.092296000,Walking,4.79,7.46,-4.06,0,0,0,0,0,1
159,1970-01-01 08:14:41.042345000,Walking,5.41,10.12,1.04,0,0,0,0,0,1
160,1970-01-01 08:14:41.092302000,Walking,7.35,11.6,-2.14,0,0,0,0,0,1
161,1970-01-01 08:14:42.042290000,Walking,10.65,11.11,5.22,0,0,0,0,0,1
162,1970-01-01 08:14:42.092308000,Walking,3.15,13.99,-0.08,0,0,0,0,0,1
163,1970-01-01 08:14:43.048094000,Walking,-5.67,18.39,-6.51,0,0,0,0,0,1
164,1970-01-01 08:14:43.048094000,Walking,-5.67,18.39,-6.51,0,0,0,0,0,1
165,1970-01-01 08:14:44.002293000,Walking,5.48,14.18,-1.99,0,0,0,0,0,1
166,1970-01-01 08:14:44.052373000,Walking,-0.15,8.24,-5.33,0,0,0,0,0,1
167,1970-01-01 08:14:45.002330000,Walking,-0.34,4.52,-3.79,0,0,0,0,0,1
168,1970-01-01 08:14:45.052348000,Walking,-5.71,3.64,-3.21,0,0,0,0,0,1
169,1970-01-01 08:14:46.002336000,Walking,-2.75,6.7,1.5,0,0,0,0,0,1
170,1970-01-01 08:14:46.052324000,Walking,9.23,14.1,11.11,0,0,0,0,0,1
171,1970-01-01 08:14:47.002342000,Walking,2.72,5.63,3.21,0,0,0,0,0,1
172,1970-01-01 08:14:47.052330000,Walking,-4.02,15.6,3.26,0,0,0,0,0,1
173,1970-01-01 08:14:48.012267000,Walking,-5.41,7.46,-9.47,0,0,0,0,0,1
174,1970-01-01 08:14:48.062315000,Walking,2.56,16.66,-9.62,0,0,0,0,0,1
175,1970-01-01 08:14:49.012334000,Walking,4.63,10.46,-0.61,0,0,0,0,0,1
176,1970-01-01 08:14:49.062321000,Walking,1.73,8.66,-1.8,0,0,0,0,0,1
177,1970-01-01 08:14:50.012370000,Walking,3.45,8.28,-2.14,0,0,0,0,0,1
178,1970-01-01 08:14:50.062358000,Walking,7.12,8.35,0.15,0,0,0,0,0,1
179,1970-01-01 08:14:51.012315000,Walking,7.44,8.35,-1.18,0,0,0,0,0,1
180,1970-01-01 08:14:51.062334000,Walking,7.35,10.19,3.45,0,0,0,0,0,1
181,1970-01-01 08:14:52.012321000,Walking,7.74,13.06,0.72,0,0,0,0,0,1
182,1970-01-01 08:14:52.062340000,Walking,-3.02,16.89,2.41,0,0,0,0,0,1
183,1970-01-01 08:14:53.012328000,Walking,-3.98,17.97,-5.79,0,0,0,0,0,1
184,1970-01-01 08:14:53.062376000,Walking,3.53,11.18,-2.45,0,0,0,0,0,1
185,1970-01-01 08:14:54.012334000,Walking,2.3,6.97,-1.92,0,0,0,0,0,1
186,1970-01-01 08:14:54.062291000,Walking,1.31,3.45,-2.07,0,0,0,0,0,1
187,1970-01-01 08:14:55.012340000,Walking,-1.69,4.48,-1.84,0,0,0,0,0,1
188,1970-01-01 08:14:55.062297000,Walking,1.65,7.78,3.21,0,0,0,0,0,1
189,1970-01-01 08:14:56.012346000,Walking,3.41,9.7,6.66,0,0,0,0,0,1
190,1970-01-01 08:14:56.062334000,Walking,2.72,10.0,7.27,0,0,0,0,0,1
191,1970-01-01 08:14:57.012321000,Walking,-2.75,13.67,2.26,0,0,0,0,0,1
192,1970-01-01 08:14:57.062370000,Walking,-0.95,9.08,-4.25,0,0,0,0,0,1
193,1970-01-01 08:14:58.012328000,Walking,4.79,12.53,-3.3,0,0,0,0,0,1
194,1970-01-01 08:14:58.062346000,Walking,4.9,10.23,0.23,0,0,0,0,0,1
195,1970-01-01 08:14:59.012334000,Walking,2.3,9.04,-3.11,0,0,0,0,0,1
196,1970-01-01 08:14:59.062352000,Walking,2.49,8.39,1.23,0,0,0,0,0,1
197,1970-01-01 08:15:00.012279000,Walking,6.47,8.54,2.53,0,0,0,0,0,1
198,1970-01-01 08:15:00.062328000,Walking,3.64,8.24,2.49,0,0,0,0,0,1
199,1970-01-01 08:15:01.012346000,Walking,4.18,7.16,1.95,0,0,0,0,0,1
200,1970-01-01 08:15:01.062334000,Walking,3.26,7.55,1.73,0,0,0,0,0,1
201,1970-01-01 08:15:02.022240000,Walking,2.45,8.92,-2.34,0,0,0,0,0,1
202,1970-01-01 08:15:02.072288000,Walking,3.45,14.29,-5.48,0,0,0,0,0,1
203,1970-01-01 08:15:03.022337000,Walking,3.34,19.53,0.57,0,0,0,0,0,1
204,1970-01-01 08:15:03.072325000,Walking,2.18,16.4,2.79,0,0,0,0,0,1
205,1970-01-01 08:15:04.022343000,Walking,3.91,11.35,1.5,0,0,0,0,0,1
206,1970-01-01 08:15:04.072331000,Walking,6.02,10.65,4.56,0,0,0,0,0,1
207,1970-01-01 08:15:05.022319000,Walking,0.15,14.1,1.5,0,0,0,0,0,1
208,1970-01-01 08:15:05.072307000,Walking,-3.15,14.37,-0.38,0,0,0,0,0,1
209,1970-01-01 08:15:06.022325000,Walking,4.25,12.03,0.31,0,0,0,0,0,1
210,1970-01-01 08:15:06.072343000,Walking,4.79,9.51,-0.42,0,0,0,0,0,1
211,1970-01-01 08:15:07.022331000,Walking,4.06,4.63,-1.61,0,0,0,0,0,1
212,1970-01-01 08:15:07.072319000,Walking,2.68,3.17,-2.11,0,0,0,0,0,1
213,1970-01-01 08:15:08.022337000,Walking,1.23,3.26,-1.8,0,0,0,0,0,1
214,1970-01-01 08:15:08.082304000,Walking,-0.11,5.37,0.65,0,0,0,0,0,1
215,1970-01-01 08:15:09.032323000,Walking,-0.27,10.0,4.52,0,0,0,0,0,1
216,1970-01-01 08:15:09.082371000,Walking,-1.42,10.46,4.29,0,0,0,0,0,1
217,1970-01-01 08:15:10.032329000,Walking,-2.75,9.89,2.15,0,0,0,0,0,1
218,1970-01-01 08:15:10.082347000,Walking,-1.38,9.66,0.38,0,0,0,0,0,1
219,1970-01-01 08:15:11.042314000,Walking,-3.41,9.47,0.72,0,0,0,0,0,1
220,1970-01-01 08:15:11.092241000,Walking,-4.44,10.27,1.27,0,0,0,0,0,1
221,1970-01-01 08:15:12.042290000,Walking,-3.53,9.85,4.4,0,0,0,0,0,1
222,1970-01-01 08:15:12.092277000,Walking,-3.02,9.81,4.75,0,0,0,0,0,1
223,1970-01-01 08:15:13.042296000,Walking,-3.87,9.34,2.6,0,0,0,0,0,1
224,1970-01-01 08:15:13.092314000,Walking,-1.8,9.96,1.08,0,0,0,0,0,1
225,1970-01-01 08:15:14.042302000,Walking,2.3,9.7,-1.27,0,0,0,0,0,1
226,1970-01-01 08:15:14.092290000,Walking,4.63,9.23,1.04,0,0,0,0,0,1
227,1970-01-01 08:15:15.042308000,Walking,6.82,8.69,2.49,0,0,0,0,0,1
228,1970-01-01 08:15:15.092296000,Walking,5.24,7.44,-0.23,0,0,0,0,0,1
229,1970-01-01 08:15:16.042314000,Walking,-1.12,11.56,7.82,0,0,0,0,0,1
230,1970-01-01 08:15:16.092332000,Walking,7.25,15.28,5.41,0,0,0,0,0,1
231,1970-01-01 08:15:17.042290000,Walking,5.43,9.81,-1.46,0,0,0,0,0,1
232,1970-01-01 08:15:17.092308000,Walking,2.37,11.35,0.0,0,0,0,0,0,1
233,1970-01-01 08:15:18.042296000,Walking,-3.57,9.92,1.33,0,0,0,0,0,1
234,1970-01-01 08:15:18.092345000,Walking,-2.87,10.15,0.42,0,0,0,0,0,1
235,1970-01-01 08:15:19.042302000,Walking,2.22,11.11,-0.57,0,0,0,0,0,1
236,1970-01-01 08:15:19.092259000,Walking,3.45,10.34,-0.72,0,0,0,0,0,1
237,1970-01-01 08:15:20.042339000,Walking,0.65,9.34,-1.99,0,0,0,0,0,1
238,1970-01-01 08:15:20.092296000,Walking,2.03,9.3,-2.41,0,0,0,0,0,1
239,1970-01-01 08:15:21.042314000,Walking,3.3,8.92,-2.68,0,0,0,0,0,1
240,1970-01-01 08:15:21.092302000,Walking,5.41,7.59,-3.6,0,0,0,0,0,1
241,1970-01-01 08:15:22.042290000,Walking,6.93,7.74,-3.17,0,0,0,0,0,1
242,1970-01-01 08:15:22.092308000,Walking,5.41,9.43,-0.69,0,0,0,0,0,1
243,1970-01-01 08:15:23.042326000,Walking,4.71,8.85,-1.53,0,0,0,0,0,1
244,1970-01-01 08:15:23.092314000,Walking,7.21,7.86,-2.79,0,0,0,0,0,1
245,1970-01-01 08:15:24.042302000,Walking,5.79,6.89,-2.53,0,0,0,0,0,1
246,1970-01-01 08:15:24.092290000,Walking,6.55,7.46,-0.19,0,0,0,0,0,1
247,1970-01-01 08:15:25.042339000,Walking,4.02,6.85,1.5,0,0,0,0,0,1
248,1970-01-01 08:15:25.092296000,Walking,-5.52,0.69,-2.79,0,0,0,0,0,1
249,1970-01-01 08:15:26.042314000,Walking,-1.42,-4.59,-8.16,0,0,0,0,0,1
250,1970-01-01 08:15:26.092302000,Walking,9.7,1.92,2.3,0,0,0,0,0,1
251,1970-01-01 08:15:27.042290000,Walking,13.02,17.47,-2.72,0,0,0,0,0,1
252,1970-01-01 08:15:27.042290000,Walking,13.02,17.47,-2.72,0,0,0,0,0,1
253,1970-01-01 08:15:27.042290000,Walking,13.02,17.47,-2.72,0,0,0,0,0,1
254,1970-01-01 08:15:28.047179000,Walking,10.99,19.57,10.61,0,0,0,0,0,1
255,1970-01-01 08:15:29.002141000,Walking,10.8,17.47,0.11,0,0,0,0,0,1
256,1970-01-01 08:15:29.052281000,Walking,-0.57,7.12,-3.3,0,0,0,0,0,1
257,1970-01-01 08:15:30.002269000,Walking,-3.57,-1.95,-5.24,0,0,0,0,0,1
258,1970-01-01 08:15:30.052348000,Walking,-3.98,-0.76,-3.26,0,0,0,0,0,1
259,1970-01-01 08:15:31.002336000,Walking,3.17,4.25,5.63,0,0,0,0,0,1
260,1970-01-01 08:15:31.052293000,Walking,9.77,4.94,5.63,0,0,0,0,0,1
261,1970-01-01 08:15:32.002342000,Walking,2.41,18.09,6.93,0,0,0,0,0,1
262,1970-01-01 08:15:32.052330000,Walking,-13.57,3.49,-8.62,0,0,0,0,0,1
263,1970-01-01 08:15:33.002379000,Walking,7.08,18.39,-7.31,0,0,0,0,0,1
264,1970-01-01 08:15:33.052336000,Walking,6.09,9.62,-1.53,0,0,0,0,0,1
265,1970-01-01 08:15:33.052336000,Walking,6.09,9.62,-1.53,0,0,0,0,0,1
266,1970-01-01 08:15:34.051335000,Walking,0.8,9.3,-1.99,0,0,0,0,0,1
267,1970-01-01 08:15:35.002330000,Walking,5.33,8.43,-3.3,0,0,0,0,0,1
268,1970-01-01 08:15:35.052348000,Walking,3.87,8.69,-2.96,0,0,0,0,0,1
269,1970-01-01 08:15:36.002336000,Walking,1.33,9.11,-2.26,0,0,0,0,0,1
270,1970-01-01 08:15:36.052354000,Walking,2.26,9.34,-1.84,0,0,0,0,0,1
271,1970-01-01 08:15:37.002342000,Walking,4.14,10.0,-2.87,0,0,0,0,0,1
272,1970-01-01 08:15:37.052330000,Walking,2.3,11.18,-3.68,0,0,0,0,0,1
273,1970-01-01 08:15:38.002348000,Walking,7.59,12.6,-1.88,0,0,0,0,0,1
274,1970-01-01 08:15:38.052336000,Walking,6.74,12.18,1.46,0,0,0,0,0,1
275,1970-01-01 08:15:39.002293000,Walking,-1.27,14.48,1.65,0,0,0,0,0,1
276,1970-01-01 08:15:39.052342000,Walking,-1.99,17.27,-2.53,0,0,0,0,0,1
277,1970-01-01 08:15:40.002635000,Walking,2.72,10.92,-2.41,0,0,0,0,0,1
278,1970-01-01 08:15:40.052348000,Walking,6.66,9.62,-1.33,0,0,0,0,0,1
279,1970-01-01 08:15:41.002336000,Walking,2.07,7.5,-2.41,0,0,0,0,0,1
280,1970-01-01 08:15:41.052324000,Walking,-1.8,4.79,-3.36,0,0,0,0,0,1
281,1970-01-01 08:15:42.002342000,Walking,-2.37,3.64,-1.8,0,0,0,0,0,1
282,1970-01-01 08:15:42.052330000,Walking,-0.11,4.37,1.14,0,0,0,0,0,1
283,1970-01-01 08:15:43.002348000,Walking,5.41,8.54,7.93,0,0,0,0,0,1
284,1970-01-01 08:15:43.052336000,Walking,5.43,7.97,6.24,0,0,0,0,0,1
285,1970-01-01 08:15:44.002660000,Walking,-0.8,13.72,5.09,0,0,0,0,0,1
286,1970-01-01 08:15:44.052342000,Walking,5.05,11.54,0.95,0,0,0,0,0,1
287,1970-01-01 08:15:45.002330000,Walking,-6.89,2.91,-7.65,0,0,0,0,0,1
288,1970-01-01 08:15:45.052348000,Walking,9.66,16.13,-3.45,0,0,0,0,0,1
289,1970-01-01 08:15:46.002336000,Walking,3.21,8.5,-1.31,0,0,0,0,0,1
