,date_time,label,acc_x,acc_y,acc_z,labelDownstairs,labelJogging,labelSitting,labelStanding,labelUpstairs,labelWalking,pca_1,pca_2,pca_3
1970-01-01 00:00:00.000000011,1970-01-01 08:13:27.022636,Walking,1.533185002750697,10.006600376922082,-2.602277253821581,0,0,0,0,0,1,-0.09595800795070972,-0.03223960631389284,0.12614798716395484
1970-01-01 00:00:00.000000012,1970-01-01 08:13:27.072319,Walking,1.7913816319084521,10.010605380110134,-2.9527008253304867,0,0,0,0,0,1,-0.08794572058792065,-0.047585297351101466,0.13517560588614513
1970-01-01 00:00:00.000000013,1970-01-01 08:13:28.022307,Walking,2.044988364302441,10.010845236960403,-3.246802338483837,0,0,0,0,0,1,-0.08106538559926613,-0.06038660183346836,0.14274220172472732
1970-01-01 00:00:00.000000014,1970-01-01 08:13:28.072417,Walking,2.2789314637414373,10.014073877129649,-3.468853759514336,0,0,0,0,0,1,-0.07602104979056637,-0.0701300994256439,0.14845964690886004
1970-01-01 00:00:00.000000015,1970-01-01 08:13:29.032628,Walking,2.47959079084861,10.026549798345432,-3.6067224294672355,0,0,0,0,0,1,-0.07338088364491258,-0.07648116269076888,0.15194780660515475
1970-01-01 00:00:00.000000016,1970-01-01 08:13:29.094579,Walking,2.6357329190197585,10.053337090663643,-3.652849080854162,0,0,0,0,0,1,-0.07357725018034775,-0.07923425747170511,0.15303593405931357
1970-01-01 00:00:00.000000017,1970-01-01 08:13:29.094579,Walking,2.739241831675499,10.09770662960483,-3.6048759761922238,0,0,0,0,0,1,-0.07681470748651496,-0.07838654838564663,0.1516307903936941
1970-01-01 00:00:00.000000018,1970-01-01 08:13:30.052318,Walking,2.785607454849053,10.160695309672102,-3.4658785405425543,0,0,0,0,0,1,-0.08306274213646155,-0.07411091257050248,0.1477833660793355
1970-01-01 00:00:00.000000019,1970-01-01 08:13:31.002336,Walking,2.7741530593913057,10.240867076910817,-3.2441876264730025,0,0,0,0,0,1,-0.09206542307447271,-0.0667197321320958,0.14173724982168295
1970-01-01 00:00:00.000000020,1970-01-01 08:13:31.052324,Walking,2.708002604702287,10.334302263230581,-2.9528235184176848,0,0,0,0,0,1,-0.1033381185754403,-0.056660697766029916,0.13386465101156195
1970-01-01 00:00:00.000000021,1970-01-01 08:13:32.002342,Walking,2.593806768666803,10.434822775335473,-2.60859400531144,0,0,0,0,0,1,-0.11617895006195286,-0.044510231083588855,0.124579399400471
1970-01-01 00:00:00.000000022,1970-01-01 08:13:32.052330,Walking,2.4412605357412356,10.534441418936506,-2.230934718155323,0,0,0,0,0,1,-0.12976633722880887,-0.030872306333614007,0.11445637788798414
1970-01-01 00:00:00.000000023,1970-01-01 08:13:33.002348,Walking,2.262455128815721,10.624005263256663,-1.8405883886491303,0,0,0,0,0,1,-0.14316452151522838,-0.016411415568073615,0.1040221699787969
1970-01-01 00:00:00.000000024,1970-01-01 08:13:33.052336,Walking,2.0711126217165337,10.693986516750297,-1.458229390883855,0,0,0,0,0,1,-0.1554495064992557,-0.0017424057901319404,0.0938894282972005
1970-01-01 00:00:00.000000025,1970-01-01 08:13:34.002324,Walking,1.8817530755464622,10.735360786583188,-1.103140334332211,0,0,0,0,0,1,-0.16572583826884732,0.012530119300265496,0.08454656968932997
1970-01-01 00:00:00.000000026,1970-01-01 08:13:34.052403,Walking,1.7088421853849232,10.740502620571991,-0.7920388586271127,0,0,0,0,0,1,-0.17325279782816622,0.025910247947674343,0.07649696448730467
1970-01-01 00:00:00.000000027,1970-01-01 08:13:35.002330,Walking,1.5659631143734185,10.704022606235231,-0.5381361917867794,0,0,0,0,0,1,-0.1774502835206946,0.03795590828472468,0.0700586590159497
1970-01-01 00:00:00.000000028,1970-01-01 08:13:35.052348,Walking,1.4650504165451483,10.623469700773,-0.35048619844385337,0,0,0,0,0,1,-0.1780035640410651,0.04835999520017121,0.06551775038757819
1970-01-01 00:00:00.000000029,1970-01-01 08:13:36.011064,Walking,1.4157176234114548,10.499827471882076,-0.23365680198781874,0,0,0,0,0,1,-0.17483850634416115,0.05687830166915046,0.06294501066409271
1970-01-01 00:00:00.000000030,1970-01-01 08:13:36.093034,Walking,1.4247039127324557,10.337743942110494,-0.18772736718456387,0,0,0,0,0,1,-0.1681886605356233,0.0633956747686644,0.06236785051923921
1970-01-01 00:00:00.000000031,1970-01-01 08:13:37.043022,Walking,1.4954597328757169,10.14545182331001,-0.20858851618875018,0,0,0,0,0,1,-0.15852897877730635,0.06784353951203564,0.06360733699138048
1970-01-01 00:00:00.000000032,1970-01-01 08:13:37.092278,Walking,1.6278864536376059,9.934358688183805,-0.2884974029379261,0,0,0,0,0,1,-0.14659812100499084,0.07025805069570305,0.06646315407975575
1970-01-01 00:00:00.000000033,1970-01-01 08:13:38.042326,Walking,1.818240896955136,9.718314002507814,-0.41682377745694504,0,0,0,0,0,1,-0.13329091373384497,0.0706968468368213,0.07056556801985783
1970-01-01 00:00:00.000000034,1970-01-01 08:13:38.092253,Walking,2.059211594774001,9.512590160937886,-0.5809117173805823,0,0,0,0,0,1,-0.11964545708484535,0.06930217022626199,0.07557368662327661
1970-01-01 00:00:00.000000035,1970-01-01 08:13:39.042271,Walking,2.3401693441497624,9.332645248737334,-0.7669794084030551,0,0,0,0,0,1,-0.1067070211961587,0.06622380110441095,0.0810304148738724
1970-01-01 00:00:00.000000036,1970-01-01 08:13:39.092320,Walking,2.647589614870589,9.192763140965834,-0.9609846827192251,0,0,0,0,0,1,-0.09549903961517225,0.06169181175223173,0.08656278461589065
1970-01-01 00:00:00.000000037,1970-01-01 08:13:40.042308,Walking,2.9656382802975414,9.104688407396345,-1.1493961844526883,0,0,0,0,0,1,-0.08688394900456721,0.05594869194826674,0.09173415186789376
1970-01-01 00:00:00.000000038,1970-01-01 08:13:40.092265,Walking,3.2769048825746827,9.076386071511362,-1.3198272784320222,0,0,0,0,0,1,-0.08154529504538395,0.049328818667191854,0.09623806080855972
1970-01-01 00:00:00.000000039,1970-01-01 08:13:41.042314,Walking,3.56325938264262,9.111056888645852,-1.4615098503692454,0,0,0,0,0,1,-0.07987366225431741,0.04219290007531592,0.09974134107037018
1970-01-01 00:00:00.000000040,1970-01-01 08:13:41.092332,Walking,3.806799540389038,9.206525795774796,-1.5656053777229293,0,0,0,0,0,1,-0.08198630195056097,0.03500394615232394,0.10206728486328039
1970-01-01 00:00:00.000000041,1970-01-01 08:13:42.042320,Walking,3.990847418522233,9.355094290260228,-1.6253685392883221,0,0,0,0,0,1,-0.08766021322037743,0.02825184092097109,0.10302757782773657
1970-01-01 00:00:00.000000042,1970-01-01 08:13:42.092369,Walking,4.100945864732417,9.54390812282048,-1.636192009474431,0,0,0,0,0,1,-0.0964046688326298,0.02251356794891232,0.10259491022055617
1970-01-01 00:00:00.000000043,1970-01-01 08:13:43.042265,Walking,4.125800118639171,9.75584294827807,-1.5955684464614213,0,0,0,0,0,1,-0.10744826384814855,0.018357730342724424,0.10072583276969452
1970-01-01 00:00:00.000000044,1970-01-01 08:13:43.092314,Walking,4.058106779174623,9.970857080724459,-1.503006400166262,0,0,0,0,0,1,-0.11986139643368707,0.016382890654325757,0.0975263125470284
1970-01-01 00:00:00.000000045,1970-01-01 08:13:44.042302,Walking,3.8952129642331466,10.167707939755044,-1.359931267162102,0,0,0,0,0,1,-0.13258434295552618,0.01710157423952573,0.09306990154460079
1970-01-01 00:00:00.000000046,1970-01-01 08:13:44.092290,Walking,3.639553064215337,10.325883294396444,-1.1695917558944153,0,0,0,0,0,1,-0.1445775288021524,0.020962882111705137,0.0875608718026779
1970-01-01 00:00:00.000000047,1970-01-01 08:13:45.042308,Walking,3.298819196307678,10.42756585264418,-0.9369785914035189,0,0,0,0,0,1,-0.15486100791008392,0.0282287929603869,0.0811518903077896
1970-01-01 00:00:00.000000048,1970-01-01 08:13:45.092296,Walking,2.8858341313595157,10.459434865472707,-0.6687478374470246,0,0,0,0,0,1,-0.16265816746390283,0.03899966830715489,0.0741080977106509
1970-01-01 00:00:00.000000049,1970-01-01 08:13:46.042345,Walking,2.4181115738645187,10.414114188846746,-0.37312879937849236,0,0,0,0,0,1,-0.1674108401312881,0.0531054279352453,0.06662643581914003
1970-01-01 00:00:00.000000050,1970-01-01 08:13:46.092302,Walking,1.9171073955430062,10.291103350243517,-0.059788268623920685,0,0,0,0,0,1,-0.1688829075246482,0.07015791162415358,0.059001486880087134
1970-01-01 00:00:00.000000051,1970-01-01 08:13:47.042290,Walking,1.4071856545780488,10.097074729446534,0.26037947128188066,0,0,0,0,0,1,-0.1671233230629238,0.08947928255977561,0.05144608421461659
1970-01-01 00:00:00.000000052,1970-01-01 08:13:47.092308,Walking,0.9143436765452534,9.845481657365296,0.5755631755059432,0,0,0,0,0,1,-0.16251075865357653,0.1101988931229775,0.04425762134727407
1970-01-01 00:00:00.000000053,1970-01-01 08:13:48.042296,Walking,0.46475971336451866,9.555492683988025,0.8734613665373018,0,0,0,0,0,1,-0.15565675282417235,0.1312291352524431,0.037638210761234865
1970-01-01 00:00:00.000000054,1970-01-01 08:13:48.092314,Walking,0.08324329111106404,9.25033874839642,1.1418252135167537,0,0,0,0,0,1,-0.14739570031623395,0.15140757653980666,0.03185972943003487
1970-01-01 00:00:00.000000055,1970-01-01 08:13:49.042302,Walking,-0.20831906743771658,8.955224354409896,1.3690988803063122,0,0,0,0,0,1,-0.13864424604795503,0.16951064078983027,0.027082323211891298
1970-01-01 00:00:00.000000056,1970-01-01 08:13:49.092290,Walking,-0.3924227164530189,8.695003547384658,1.5451198094052268,0,0,0,0,0,1,-0.1303629723098895,0.184421310410321,0.023517916023898078
1970-01-01 00:00:00.000000057,1970-01-01 08:13:50.042308,Walking,-0.4572071798195348,8.491850471243751,1.6618252351399343,0,0,0,0,0,1,-0.12340587332641378,0.19515239419682065,0.021247908842400125
1970-01-01 00:00:00.000000058,1970-01-01 08:13:50.092296,Walking,-0.3974263675503278,8.363158849719367,1.7139003760310707,0,0,0,0,0,1,-0.11849147685543077,0.20100573323379348,0.02038719908241691
1970-01-01 00:00:00.000000059,1970-01-01 08:13:51.042314,Walking,-0.21504396752387875,8.319883985669469,1.6993002558517516,0,0,0,0,0,1,-0.11607999169028212,0.2015687058739075,0.02090411132133173
1970-01-01 00:00:00.000000060,1970-01-01 08:13:51.092332,Walking,0.08060914317963046,8.365496862297997,1.619582003034536,0,0,0,0,0,1,-0.11638729520171195,0.1968302822129355,0.022788602073894382
1970-01-01 00:00:00.000000061,1970-01-01 08:13:52.042290,Walking,0.4731529025047101,8.4956574288622,1.479997698459894,0,0,0,0,0,1,-0.11931548496284382,0.1871217441242579,0.02587825352850703
1970-01-01 00:00:00.000000062,1970-01-01 08:13:52.092308,Walking,0.9399583050463852,8.698640064068554,1.289318146151973,0,0,0,0,0,1,-0.12452507925050005,0.17316958302206065,0.03003405352896525
1970-01-01 00:00:00.000000063,1970-01-01 08:13:53.042265,Walking,1.4534029406250792,8.956466730940763,1.0593830895978746,0,0,0,0,0,1,-0.13142244264486552,0.15597191036280372,0.0349749095518289
1970-01-01 00:00:00.000000064,1970-01-01 08:13:53.092223,Walking,1.9825201823211835,9.246630976010245,0.8044004437606664,0,0,0,0,0,1,-0.13928159003323495,0.1367923260515886,0.04046207264975049
1970-01-01 00:00:00.000000065,1970-01-01 08:13:54.042332,Walking,2.494947292065104,9.544236502957277,0.5400428148166231,0,0,0,0,0,1,-0.14726890419682165,0.11698855503418673,0.04614156783708547
1970-01-01 00:00:00.000000066,1970-01-01 08:13:54.092290,Walking,2.9590490273335996,9.824333810327378,0.28241083800667316,0,0,0,0,0,1,-0.15458628085615833,0.09797463304526224,0.05173500375995959
1970-01-01 00:00:00.000000067,1970-01-01 08:13:55.042308,Walking,3.3460718249805423,10.064221323729084,0.046947147302740584,0,0,0,0,0,1,-0.16049931181637064,0.08103706197324997,0.05688607700693764
1970-01-01 00:00:00.000000068,1970-01-01 08:13:55.092296,Walking,3.6321718270901506,10.24548494825919,-0.1526095346961636,0,0,0,0,0,1,-0.16446605762904457,0.06730488399900365,0.06135274543068343
1970-01-01 00:00:00.000000069,1970-01-01 08:13:56.042314,Walking,3.8001598753240864,10.355580700767119,-0.30514417349200157,0,0,0,0,0,1,-0.1661348852495803,0.057593113113452055,0.06485215889406369
1970-01-01 00:00:00.000000070,1970-01-01 08:13:56.092332,Walking,3.8408192860952717,10.388815289657908,-0.4028850941385493,0,0,0,0,0,1,-0.1654304059642078,0.0524165272828263,0.06724838567736116
1970-01-01 00:00:00.000000071,1970-01-01 08:13:57.042290,Walking,3.7536778161950464,10.346643476810847,-0.4418685985557402,0,0,0,0,0,1,-0.1625007190676074,0.05188874501707139,0.06839044414426239
1970-01-01 00:00:00.000000072,1970-01-01 08:13:57.092308,Walking,3.547152603494243,10.237271795019106,-0.4221172565014354,0,0,0,0,0,1,-0.15775040258496387,0.055797957393446826,0.06829122945326031
1970-01-01 00:00:00.000000073,1970-01-01 08:13:58.042296,Walking,3.2380336283827083,10.074628223146412,-0.347526196961756,0,0,0,0,0,1,-0.1517380251113239,0.06356818778375621,0.06695562850299608
1970-01-01 00:00:00.000000074,1970-01-01 08:13:58.092314,Walking,2.850323846033416,9.876819549129934,-0.2254764834592296,0,0,0,0,0,1,-0.14516772777543185,0.0743915594879125,0.06454917897935071
1970-01-01 00:00:00.000000075,1970-01-01 08:13:59.042302,Walking,2.4135081511007397,9.66424619738777,-0.0662161170242039,0,0,0,0,0,1,-0.13875782397389552,0.08723536724910219,0.061216358845575095
1970-01-01 00:00:00.000000076,1970-01-01 08:13:59.092259,Walking,1.9603738183305879,9.457573680982637,0.1179344984183118,0,0,0,0,0,1,-0.13321877435767354,0.10100563443616868,0.057240551458371404
1970-01-01 00:00:00.000000077,1970-01-01 08:14:00.042308,Walking,1.5245470700025903,9.275767993075162,0.31348579434994267,0,0,0,0,0,1,-0.1291246518806148,0.11456875359504666,0.0528552902324555
1970-01-01 00:00:00.000000078,1970-01-01 08:14:00.092296,Walking,1.1379395388441031,9.134388835883293,0.5067207568643908,0,0,0,0,0,1,-0.12690990136065064,0.12691247133682984,0.048399227698166535
1970-01-01 00:00:00.000000079,1970-01-01 08:14:01.042314,Walking,0.8283112542970289,9.044301480593312,0.6846076939805387,0,0,0,0,0,1,-0.1267732621479746,0.13714906741114957,0.04412457670086678
1970-01-01 00:00:00.000000080,1970-01-01 08:14:01.092332,Walking,0.6171514877586425,9.0109191474368,0.8356245486673822,0,0,0,0,0,1,-0.1287170123540802,0.14464475736037438,0.040351535542628554
1970-01-01 00:00:00.000000081,1970-01-01 08:14:02.042290,Walking,0.5180552130497506,9.034028575637961,0.9504468819242982,0,0,0,0,0,1,-0.13249870857798088,0.14898203550595535,0.03727834817128697
1970-01-01 00:00:00.000000082,1970-01-01 08:14:02.092308,Walking,0.5357327850499933,9.108188422894257,1.0224653509381418,0,0,0,0,0,1,-0.13771833503979128,0.15004348425937036,0.03513928253332251
1970-01-01 00:00:00.000000083,1970-01-01 08:14:03.042296,Walking,0.6657371557927626,9.223630131003288,1.0481127028856227,0,0,0,0,0,1,-0.1438128417696704,0.1479284321247328,0.03401997085524237
1970-01-01 00:00:00.000000084,1970-01-01 08:14:03.092314,Walking,0.8949313868153012,9.36754035305025,1.0269936492325533,0,0,0,0,0,1,-0.15017634913571942,0.1429952504187943,0.034022059864333924
1970-01-01 00:00:00.000000085,1970-01-01 08:14:04.042302,Walking,1.2026551533480558,9.525568284552646,0.961822503240321,0,0,0,0,0,1,-0.15617447300265266,0.13574416583306637,0.035086313788427165
1970-01-01 00:00:00.000000086,1970-01-01 08:14:04.092290,Walking,1.5624884624507775,9.683383898710762,0.8581826249946811,0,0,0,0,0,1,-0.16126900340758407,0.1268357614222192,0.037165790082878555
1970-01-01 00:00:00.000000087,1970-01-01 08:14:05.042308,Walking,1.944459688957455,9.82811566296199,0.7241284449469567,0,0,0,0,0,1,-0.16502105463154162,0.11696113969447812,0.04005786185400645
1970-01-01 00:00:00.000000088,1970-01-01 08:14:05.092296,Walking,2.3175080961427144,9.949518035176196,0.5696554406383206,0,0,0,0,0,1,-0.16719034904753227,0.10685874324911235,0.043586342480367336
1970-01-01 00:00:00.000000089,1970-01-01 08:14:06.042314,Walking,2.651991630945625,10.040756942363204,0.4060665068556581,0,0,0,0,0,1,-0.167701765288849,0.09719246581593657,0.04744203807857503
1970-01-01 00:00:00.000000090,1970-01-01 08:14:06.092302,Walking,2.9220305525327483,10.098750745593637,0.24526538647344606,0,0,0,0,0,1,-0.1667011010827977,0.08858385705200462,0.051372543636486225
1970-01-01 00:00:00.000000091,1970-01-01 08:14:07.042290,Walking,3.1074960185987113,10.124058856585744,0.09900985603326017,0,0,0,0,0,1,-0.16447623068688141,0.08151033263586628,0.05502909289864198
1970-01-01 00:00:00.000000092,1970-01-01 08:14:07.092339,Walking,3.1954879043804554,10.12036363658042,-0.021840401306589707,0,0,0,0,0,1,-0.16147085982427695,0.07635936175642655,0.05816075994833438
1970-01-01 00:00:00.000000093,1970-01-01 08:14:08.042296,Walking,3.18119406868754,10.093637181152769,-0.10804379193483306,0,0,0,0,0,1,-0.15817191446640388,0.0733479842388105,0.0604633452650652
1970-01-01 00:00:00.000000094,1970-01-01 08:14:08.092345,Walking,3.0680790753899614,10.05111778746323,-0.1526248003705087,0,0,0,0,0,1,-0.15510164161579748,0.07259561876323498,0.06177277774451678
1970-01-01 00:00:00.000000095,1970-01-01 08:14:09.042302,Walking,2.867408516248715,10.000237650075972,-0.1514084746604438,0,0,0,0,0,1,-0.15269794999246275,0.07405831882412395,0.06191012412107375
1970-01-01 00:00:00.000000096,1970-01-01 08:14:09.092320,Walking,2.5971700777309628,9.947642017197227,-0.10340012090403718,0,0,0,0,0,1,-0.15131482429030943,0.0776120516898947,0.060867902331995974
1970-01-01 00:00:00.000000097,1970-01-01 08:14:10.042308,Walking,2.2804994713553732,9.898421253825102,-0.010972057629798533,0,0,0,0,0,1,-0.15112530971105087,0.08299357872954458,0.05864496775281576
1970-01-01 00:00:00.000000098,1970-01-01 08:14:10.092296,Walking,1.9437545115708819,9.855643716056491,0.12017368763796354,0,0,0,0,0,1,-0.15215617200986778,0.0898875343854938,0.055420138724955284
1970-01-01 00:00:00.000000099,1970-01-01 08:14:11.042314,Walking,1.6144016031896713,9.820233534845748,0.28128635155030823,0,0,0,0,0,1,-0.15423259985246562,0.0978696213441378,0.051372569565346214
1970-01-01 00:00:00.000000100,1970-01-01 08:14:11.092302,Walking,1.318884885316443,9.791189057397297,0.46109471721371903,0,0,0,0,0,1,-0.1570570330196129,0.10649591274834266,0.04684013474832063
1970-01-01 00:00:00.000000101,1970-01-01 08:14:12.042290,Walking,1.0806399878836876,9.766091046030317,0.6465666325964964,0,0,0,0,0,1,-0.16019510764074196,0.11524926104425502,0.04212507093723488
1970-01-01 00:00:00.000000102,1970-01-01 08:14:12.092369,Walking,0.9183938129714411,9.741810792335343,0.8238617128504997,0,0,0,0,0,1,-0.16318775488859535,0.12363338960384998,0.037639562671465204
1970-01-01 00:00:00.000000103,1970-01-01 08:14:13.042296,Walking,0.844861929350095,9.715302085375631,0.9794170531080871,0,0,0,0,0,1,-0.1655583097415802,0.13112557135281303,0.03370191136026877
1970-01-01 00:00:00.000000104,1970-01-01 08:14:13.092314,Walking,0.8659195542486084,9.684350869567243,1.1010860817630312,0,0,0,0,0,1,-0.16693094034485292,0.13727764520132604,0.03067713992759347
1970-01-01 00:00:00.000000105,1970-01-01 08:14:14.042302,Walking,0.9802842450856357,9.648163765644455,1.1792361169005656,0,0,0,0,0,1,-0.1670283419731905,0.1416748895882939,0.02877363295420404
1970-01-01 00:00:00.000000106,1970-01-01 08:14:14.092290,Walking,1.1797115495275636,9.60770047131042,1.207703232843077,0,0,0,0,0,1,-0.16576597696805997,0.14404068382753651,0.028190067850779352
1970-01-01 00:00:00.000000107,1970-01-01 08:14:15.042308,Walking,1.4496715314801503,9.565692302439249,1.184505592095282,0,0,0,0,0,1,-0.163213606048307,0.14419457224978063,0.02892410018735686
1970-01-01 00:00:00.000000108,1970-01-01 08:14:15.092296,Walking,1.7704460485555913,9.52633487968819,1.1122294281515057,0,0,0,0,0,1,-0.15964572992633733,0.14215004718171861,0.030936399645101337
1970-01-01 00:00:00.000000109,1970-01-01 08:14:16.042314,Walking,2.1185647962045353,9.494691122218642,0.9980252073048478,0,0,0,0,0,1,-0.15545699536161697,0.1380586045957916,0.0339801530002986
1970-01-01 00:00:00.000000110,1970-01-01 08:14:16.092302,Walking,2.4684825989787353,9.475884784379943,0.8531837338170515,0,0,0,0,0,1,-0.15116989248493465,0.1322862465050497,0.037787884447245665
1970-01-01 00:00:00.000000111,1970-01-01 08:14:17.042290,Walking,2.794390820220498,9.474198702328422,0.6923004753077808,0,0,0,0,0,1,-0.1473161659322817,0.12532987676700125,0.041923574231362185
1970-01-01 00:00:00.000000112,1970-01-01 08:14:17.092308,Walking,3.072051395179554,9.492210881666535,0.5320775678192081,0,0,0,0,0,1,-0.14442365293648649,0.11786175324747455,0.04598966996456397
1970-01-01 00:00:00.000000113,1970-01-01 08:14:18.042296,Walking,3.280542168619194,9.530102619538187,0.3898525688570361,0,0,0,0,0,1,-0.14289282115475774,0.11061240250625101,0.04949482550464721
1970-01-01 00:00:00.000000114,1970-01-01 08:14:18.092314,Walking,3.403806434968027,9.58525538667256,0.2819766374812546,0,0,0,0,0,1,-0.14299564330859552,0.10438379002465663,0.05207010864044833
1970-01-01 00:00:00.000000115,1970-01-01 08:14:19.042302,Walking,3.4319076625410894,9.65221899805996,0.22218833959660378,0,0,0,0,0,1,-0.14477996473178215,0.09990708749300774,0.05333825773305692
1970-01-01 00:00:00.000000116,1970-01-01 08:14:19.092259,Walking,3.3619025001792737,9.72308671732115,0.22013944444386901,0,0,0,0,0,1,-0.14810892101381376,0.09784055074302435,0.053123150721542375
1970-01-01 00:00:00.000000117,1970-01-01 08:14:20.042308,Walking,3.1982617205236186,9.788259170090825,0.28022390153751636,0,0,0,0,0,1,-0.15261388019249686,0.09862487251340082,0.05130431153864
1970-01-01 00:00:00.000000118,1970-01-01 08:14:20.092296,Walking,2.9527901924683575,9.837525128937655,0.4008402426051382,0,0,0,0,0,1,-0.15778473772103463,0.10249340154864622,0.04800472578748798
1970-01-01 00:00:00.000000119,1970-01-01 08:14:21.042345,Walking,2.644023515261989,9.861340400501371,0.5741822206355145,0,0,0,0,0,1,-0.16296990743721457,0.10935492944900264,0.04341857782880837
1970-01-01 00:00:00.000000120,1970-01-01 08:14:21.092332,Walking,2.296110311003196,9.852152502004975,0.7866055025666077,0,0,0,0,0,1,-0.167504089874719,0.11884511250114162,0.0379696511607167
1970-01-01 00:00:00.000000121,1970-01-01 08:14:22.042290,Walking,1.9372243610049364,9.805603330971163,1.019563992113183,0,0,0,0,0,1,-0.17073145047539712,0.13026119092196356,0.03210978771244498
1970-01-01 00:00:00.000000122,1970-01-01 08:14:22.092339,Walking,1.5975879334217007,9.721447211113476,1.25105316973953,0,0,0,0,0,1,-0.17213920811885422,0.14267155330322048,0.02645102159230442
1970-01-01 00:00:00.000000123,1970-01-01 08:14:23.042296,Walking,1.3072240897069942,9.604047605134346,1.4574454280167133,0,0,0,0,0,1,-0.17136822028455878,0.1549092390740034,0.021543512876712488
1970-01-01 00:00:00.000000124,1970-01-01 08:14:23.092314,Walking,1.093588100086665,9.462359901083682,1.615559311747916,0,0,0,0,0,1,-0.16831664605286667,0.16573479521256215,0.017995031702039276
1970-01-01 00:00:00.000000125,1970-01-01 08:14:24.042332,Walking,0.9792525994470823,9.309365169086929,1.704775626192539,0,0,0,0,0,1,-0.16310644813968594,0.17387163877422465,0.016245651156462034
1970-01-01 00:00:00.000000126,1970-01-01 08:14:24.092290,Walking,0.9798340959955975,9.160984064921966,1.7090020221542548,0,0,0,0,0,1,-0.15613367022770597,0.17819418650027677,0.016693966419576035
1970-01-01 00:00:00.000000127,1970-01-01 08:14:25.042308,Walking,1.1023467940040046,9.034563572036763,1.6182956474573957,0,0,0,0,0,1,-0.14797825103265652,0.1777681771206297,0.019488070611505984
1970-01-01 00:00:00.000000128,1970-01-01 08:14:25.092296,Walking,1.3441513690816012,8.947084403392264,1.4299805533778338,0,0,0,0,0,1,-0.13940080608004637,0.17202168782331898,0.024676312498149344
1970-01-01 00:00:00.000000129,1970-01-01 08:14:26.042314,Walking,1.692630806772971,8.913276854263893,1.149140552460884,0,0,0,0,0,1,-0.1312083187168806,0.16074668735662745,0.03202882245501932
1970-01-01 00:00:00.000000130,1970-01-01 08:14:26.092424,Walking,2.1256739526260215,8.943852590533877,0.7884251209839779,0,0,0,0,0,1,-0.12422138230485366,0.1442123566197685,0.04122202044054451
1970-01-01 00:00:00.000000131,1970-01-01 08:14:27.042290,Walking,2.6129831981516762,9.044056432207228,0.36717027684072034,0,0,0,0,0,1,-0.11912855656985656,0.12309484631161703,0.051693927784418996
1970-01-01 00:00:00.000000132,1970-01-01 08:14:27.092339,Walking,3.118150693535138,9.21271543080354,-0.09009818877069171,0,0,0,0,0,1,-0.11646205562282387,0.09851115564640152,0.06285918690568615
1970-01-01 00:00:00.000000133,1970-01-01 08:14:28.042296,Walking,3.60137400210071,9.44191489279972,-0.555651748467464,0,0,0,0,0,1,-0.1164797556849403,0.07186937547792777,0.0739887599521469
